@relation indianpine

@attribute coord_x numeric
@attribute coord_y numeric
@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric

@data
18,18,-0.538192,-13.46456,3.898466,4.209506,-1.304146,-1.386815,1.127106,-0.387636,0.6302
18,19,-0.070477,-19.413372,2.171715,0.17177,-1.774824,2.026885,-1.237137,-1.159243,0.213145
18,20,-0.428213,-19.236588,1.6793,-0.438206,-1.67007,1.456078,-1.258283,-1.320701,0.181414
18,21,0.815899,-15.656041,1.667302,-0.232369,-1.224887,1.25817,0.455447,-0.789821,0.280592
18,22,3.292935,-13.626895,1.229764,-0.727683,-0.753965,1.524692,-1.265346,0.019902,1.0952
18,23,5.540134,-9.832815,0.843718,-0.869231,-0.146521,1.206057,0.57922,0.1148,0.376952
18,24,7.46156,-4.9654,0.164257,-0.682923,0.488028,1.170554,0.69491,1.17085,1.490828
18,25,10.488015,0.807022,-1.6096,1.08827,1.122961,-0.132903,0.511258,-0.589841,0.342067
18,26,11.103152,2.070654,-1.376264,2.049626,1.199028,-0.268833,0.693884,-0.614677,0.468435
18,27,10.70566,1.142225,-1.406255,1.513874,1.191723,-0.089275,0.727485,-0.699837,-0.030644
18,31,8.110528,3.891371,-2.785225,0.099791,-1.483746,1.065011,-1.063904,-0.123845,0.942686
18,32,9.023452,4.998405,-1.493996,-0.460218,-3.376076,1.014452,-0.321239,-0.391951,-2.584377
18,33,9.329282,4.240094,-2.428681,-0.359515,-2.681719,1.805603,0.560526,-0.043874,0.786747
18,34,5.028212,-2.956151,-0.830701,-1.878965,1.185499,0.555584,0.307567,0.850941,-0.381262
18,35,7.697174,0.794967,-2.833372,-0.169189,-0.053142,1.385437,-0.095914,-1.295134,0.918168
18,36,6.540644,0.149717,-2.202476,-0.189133,1.007199,0.29656,-0.43916,-1.228365,-0.694209
18,44,6.337457,6.894934,-0.669817,-1.117765,-3.054385,1.015297,0.636013,1.642959,-0.534592
18,45,9.202692,8.36671,5.933102,-2.089036,-0.266439,1.683297,0.866693,-0.269524,-0.025773
18,46,9.585045,8.668314,6.966144,-1.998542,0.314705,1.317349,1.211935,-1.315655,0.132729
18,47,12.490752,12.46699,4.211896,0.083203,6.602847,0.560674,-0.113651,-0.296322,0.72372
18,48,13.136856,13.358237,4.105883,0.223947,6.718174,0.295901,0.970215,-0.203911,0.940914
18,49,13.188766,13.506786,2.808391,0.533683,7.008729,0.500735,-0.096848,0.527243,0.899261
18,50,14.174324,14.439903,1.906324,1.915633,7.126387,0.783628,-1.515043,2.553129,1.331415
18,52,12.722345,7.217794,-0.700635,2.668771,-2.328987,1.440323,1.319919,1.2098,1.077765
18,53,13.728053,7.580648,1.753566,2.745228,-3.492473,1.436133,-1.007582,0.577438,-2.059322
18,54,14.181115,7.277881,-0.905031,2.469277,-2.192582,1.901082,-0.264604,1.213281,0.41717
18,55,13.459873,6.372051,0.152469,2.549235,-3.265831,1.565367,0.913465,0.355165,0.202407
18,56,12.722695,5.559004,-1.721654,2.748838,0.42852,0.18104,0.789621,-0.87293,-0.561573
18,57,10.796509,4.039171,-1.473359,3.108427,0.445685,0.318003,0.733852,-0.935338,0.6682
18,58,12.867642,4.555102,-0.866912,3.9123,-0.901507,0.581568,-1.258015,-0.166902,-0.641135
18,60,8.711235,0.017479,0.497699,1.683418,1.519867,-0.028455,-1.08784,0.869652,-1.325755
18,61,6.772045,-3.097681,1.026821,1.030506,0.856305,1.032923,0.994295,0.784652,-1.588346
18,62,6.967787,-2.010929,1.093087,1.947081,1.273642,0.518719,-1.604935,1.214614,-1.850282
18,63,6.009988,-3.308035,0.860448,0.92394,1.033866,1.288508,0.934835,1.057217,-0.609076
18,64,6.281059,-2.87874,0.754705,0.457991,0.941729,1.227871,0.600596,0.80247,-0.294951
18,65,9.365838,2.819798,-1.62713,3.026501,0.336974,0.463345,1.099399,-1.17984,-1.328425
18,66,6.632391,-1.906936,0.42614,0.557779,1.369817,0.884339,1.253799,0.91307,-0.044504
18,67,12.843878,8.433611,5.823675,-0.045848,-0.657343,1.325586,-1.008332,0.973574,-1.651441
18,68,12.811022,7.772321,3.107441,-0.124713,-3.152379,1.400169,1.239666,2.03934,-1.059418
18,69,12.429875,6.510467,1.336534,0.905784,-3.448974,1.194452,-1.22839,0.960172,-1.480164
18,70,4.330936,-8.483625,1.572827,1.079626,0.220562,1.758616,0.897235,0.744734,1.062564
18,71,1.08317,-14.734863,1.862838,0.335912,-0.882152,1.550744,-0.533536,-1.090214,-0.585702
18,74,-21.431463,7.980126,0.180786,0.720999,1.574844,2.10909,0.577643,1.755715,1.176015
18,75,-21.649454,8.623579,-1.408631,1.262133,1.277157,2.1984,0.748448,-0.229484,0.537079
18,76,-21.364559,9.518236,-1.360173,1.632875,1.488303,1.786773,-0.759168,0.162706,0.077102
18,77,-19.01353,3.570357,0.533071,0.300877,0.652426,0.391881,1.266396,0.480756,0.55329
18,78,-18.53999,2.42032,0.51459,-0.173393,0.572149,-0.008985,0.578599,0.195056,-0.292597
18,79,-21.235408,10.730399,-1.86809,2.062335,0.394531,2.115857,-0.880645,-0.08222,0.959214
18,80,-21.814878,10.213535,-1.92898,1.785661,0.440056,2.236885,-0.276811,-0.254527,0.24972
18,81,-21.186782,9.692739,-1.510335,1.171806,1.393009,1.91548,-0.02371,-0.166626,0.328884
18,82,-21.399974,9.964783,-1.394673,1.620362,1.488635,1.820091,0.934354,-0.119072,0.119518
18,83,-21.475541,9.739179,-1.499006,1.370729,1.397337,1.862563,-0.76502,0.043479,0.123746
18,84,-21.240675,9.460082,-1.339119,1.345617,1.404657,1.919639,-0.389444,-0.138623,0.100102
18,85,-21.104771,8.295231,-1.549878,1.259858,1.170886,1.785721,-0.89534,-0.006872,0.769787
18,86,-20.696728,8.594147,-1.49313,1.228264,1.212234,1.854295,0.066376,0.206509,1.892657
18,87,-20.572179,8.013122,-1.249144,1.464214,1.226049,1.674651,-0.923774,-0.218602,0.527691
18,88,-20.047797,4.047174,0.461444,0.609752,0.954386,0.922006,-0.263447,1.209727,-0.313097
18,127,2.920398,3.23708,-2.001272,2.079318,0.184607,-0.142487,1.17427,-1.086267,0.732616
18,128,2.450689,0.881892,-0.67231,1.478656,1.344057,-1.075907,1.02741,-0.360499,-0.679929
18,129,3.63064,3.123272,-1.656512,1.837128,-1.163196,0.378878,-0.092885,-0.661718,-0.693651
18,130,5.08797,0.968666,-1.738924,1.277238,1.144216,0.31892,0.538766,-0.665668,0.721625
18,131,4.295542,1.081548,-2.08277,1.877502,0.144282,0.139092,-0.673627,-1.135629,-0.45117
18,132,4.577839,3.149382,-2.078925,1.354866,-1.43781,0.134591,-0.676797,-0.705883,-1.072551
18,133,2.39307,-0.339728,-1.816917,0.818569,1.054045,-0.881525,-0.880711,-0.988502,-0.52588
18,134,2.075681,-0.516134,-2.45472,-0.085586,1.036694,-0.937207,-0.545807,-1.206434,-0.979006
18,135,2.381261,0.058246,-2.35328,-0.032513,0.919905,-0.79179,-1.217262,-0.846647,0.193814
19,1,-5.5406,-7.748076,1.001429,-0.188152,-0.128081,1.420401,0.633283,-0.026422,1.541047
19,2,-1.942876,-8.23827,1.36343,0.426825,-0.286551,0.568181,0.619442,0.20463,-0.329946
19,6,1.587087,-14.418983,1.628949,0.026736,-1.167808,1.517476,-1.260758,-0.514871,0.934187
19,7,2.957749,-12.533205,1.836576,0.18942,-0.860957,1.458687,-1.02187,0.186485,1.302291
19,8,4.767927,-5.432135,1.114217,0.748014,0.421758,0.749909,0.53355,0.921085,1.121064
19,9,5.439002,-1.425409,0.711552,1.16116,1.21273,-0.077834,1.006201,0.911109,-0.914944
19,10,6.626668,-0.109245,0.341951,1.479992,1.306523,0.006225,1.595161,0.631264,0.37198
19,11,6.543126,0.502224,0.712706,1.77469,1.154812,-0.409971,-1.226313,0.702262,-0.922975
19,12,6.689073,0.574136,0.118323,1.0272,1.284049,-0.220319,1.849853,0.439741,-1.181186
19,13,6.535168,1.52362,-1.153863,1.986197,0.917878,0.10407,1.155894,-1.010123,0.621144
19,14,6.464944,1.20146,0.278081,1.569082,1.448279,-0.106925,1.085582,0.823969,0.469637
19,15,5.460514,-1.94227,0.646917,0.516822,1.248022,0.034637,1.176587,0.797131,-0.213092
19,16,3.9075,-5.973537,0.894372,0.43155,0.507091,0.747517,1.095556,0.56716,-0.027573
19,17,2.421184,-12.475673,1.478673,0.001341,-0.644424,1.379964,-0.900718,0.315367,0.991878
19,19,1.662239,-15.283153,3.060058,2.213827,-1.374667,0.412357,0.324633,-0.360563,1.874889
19,20,1.788421,-16.400272,1.093766,-1.293769,-1.384645,1.209515,-0.165278,-1.155998,-0.184807
19,21,2.805395,-13.024036,1.094123,-0.945927,-0.911718,0.969207,0.203955,-0.446588,0.780382
19,22,5.220566,-9.730769,0.62965,-1.085182,-0.229591,1.190677,0.022702,0.490067,0.772159
19,23,6.430887,-8.280511,0.43012,-1.294522,0.014402,0.737965,0.498715,0.38701,0.132988
19,24,7.426627,-4.72569,0.270096,-0.902951,0.462417,0.649012,0.350676,0.765814,0.11325
19,25,10.453398,0.635326,-1.657413,0.684715,1.028815,0.091724,-0.654864,-0.750707,-0.15162
19,26,11.704998,2.232715,-1.585897,2.530527,0.105084,0.064426,-1.898648,-0.504924,1.431645
19,27,10.101885,0.154459,-0.017833,0.287283,1.625505,-0.194319,-0.277753,1.619639,-0.130903
19,31,10.052233,7.608738,7.261728,-2.174153,0.185072,2.043699,-2.159996,-1.124993,-0.00599
19,32,10.022479,6.955853,2.043146,-2.311491,-3.320536,1.663748,1.027203,1.657589,-1.654625
19,33,9.766541,4.119186,-2.382984,-0.207371,-2.785494,1.520816,-2.65791,0.114238,-0.433273
19,34,5.650703,-2.099708,-0.648383,-1.793709,1.30293,0.802454,-0.699281,1.075151,-0.686418
19,35,10.005086,6.387042,0.639943,-1.110017,-3.556269,1.806097,-0.559857,1.3116,-0.710673
19,36,8.60554,4.411248,-2.360931,0.221094,-2.622829,1.465454,0.883634,0.135555,0.401101
19,44,5.775649,6.873519,0.719039,-0.795061,-3.124539,1.085218,0.693533,1.045534,-0.11187
19,45,9.251587,8.099666,2.711215,-0.932584,-2.685436,0.947586,0.999591,1.494813,-0.967597
19,46,11.656261,11.827476,5.187796,-1.026821,4.790491,0.419846,-1.627098,-1.199847,0.426258
19,47,13.751724,13.458718,2.763687,0.949429,7.243396,0.657228,0.541167,1.249643,2.354728
19,48,14.546838,15.210615,2.178041,1.641645,6.4866,-0.539027,-1.733987,1.916299,1.315684
19,49,14.905114,14.312626,1.824282,2.595614,7.432423,1.297926,1.151639,3.149408,2.505218
19,50,15.45074,14.752848,2.519152,3.219626,7.073606,0.561334,-1.570109,3.174168,1.127454
19,52,12.004538,6.743907,-0.722888,3.220828,-2.554528,0.657527,1.179511,0.363385,0.062547
19,53,13.881599,7.658537,-0.205978,3.452197,-2.175632,0.873595,-1.422452,1.118884,0.06089
19,54,13.966908,7.145977,1.060083,2.32011,-2.774055,1.47937,1.772131,1.972812,-0.190629
19,55,14.091791,6.34468,-0.32935,3.626688,-2.534945,1.004742,-1.313485,0.571321,-0.467051
19,56,12.999914,4.77937,-0.883838,2.804655,-2.477608,1.446537,1.6378,-0.126536,-1.598512
19,57,12.132705,4.127815,-1.583207,2.87091,0.419441,0.512882,1.117343,-1.064909,0.340481
19,58,12.814993,4.443095,-1.369079,3.303106,0.547991,-0.001676,-1.925244,-0.986204,-1.409383
19,60,8.637805,-0.158763,0.330481,0.951263,1.734298,0.179317,0.996382,1.33975,-0.807441
19,61,6.506631,-3.807336,0.98643,0.5467,0.786819,0.975473,0.674749,0.615892,-0.790273
19,62,6.558739,-3.151215,1.067195,1.045244,0.872355,1.074575,0.774653,1.026491,-0.314102
19,63,5.73061,-4.225063,0.786623,0.717605,0.81517,1.700388,1.271895,0.878312,-0.521105
19,64,6.166519,-3.383267,0.813084,0.54315,0.923065,1.08104,-0.203402,0.785034,-1.748662
19,65,10.541977,3.71547,-1.909336,2.557223,0.465692,0.69427,0.903102,-1.045184,-0.708085
19,66,6.990974,-1.797788,0.388652,0.553504,1.38266,0.937624,0.91003,0.881972,-0.717494
19,67,14.244249,9.704214,8.042145,-0.305596,0.319707,1.416296,-1.311101,-0.884316,-0.568667
19,68,12.876559,7.3624,1.982185,0.932832,-3.649944,2.208692,0.778914,0.363976,0.17104
19,69,13.588539,8.410414,3.114727,-0.423908,-3.153562,1.682132,1.215678,1.874381,-1.446523
19,70,6.026959,-4.16671,1.420766,1.390267,0.818837,1.264892,-0.218714,0.929749,-0.539107
19,71,3.323681,-11.325353,1.717684,0.599226,-0.331007,1.384433,-0.331499,-0.194652,-0.672415
19,74,-21.169042,8.207574,-0.491079,1.241111,1.511698,1.948304,-0.659214,0.600832,-0.219805
19,75,-20.985343,7.889134,-0.373069,1.11143,1.24529,1.662762,-0.168821,0.594233,0.663572
19,76,-20.873693,7.93236,-1.182774,1.446069,1.060004,1.801234,-0.388506,-0.312455,0.032856
19,77,-19.313294,4.765816,0.391019,0.712773,1.178596,1.101837,-0.203447,1.763778,1.799964
19,78,-19.580984,4.303755,0.552361,0.316176,0.947378,0.489721,-0.204582,0.625726,0.464851
19,79,-20.27491,7.562717,0.376914,0.838653,1.301614,1.586295,-0.524592,1.79772,1.408306
19,80,-21.1909,8.782528,-1.345022,1.574513,1.290363,2.226429,-0.984506,0.144925,1.208046
19,81,-20.937453,9.526141,-1.311701,1.387484,1.239056,2.008151,-0.814523,0.001234,0.744222
19,82,-20.449479,8.691491,-0.515197,1.363864,1.50626,1.615517,0.30164,0.93119,1.340325
19,83,-21.397729,7.750781,0.212179,0.632459,1.486424,1.313324,-0.193312,1.403593,-1.150186
19,84,-21.109689,8.707789,-1.245408,1.378102,1.363825,1.971936,-0.838136,-0.015781,0.793753
19,85,-21.567869,8.756806,-1.323966,1.321646,1.205191,1.523436,-0.68266,-0.237436,-0.162472
19,86,-20.854893,8.491224,-1.192306,1.496665,1.207833,1.919391,-0.902775,0.037619,1.55798
19,87,-20.428011,6.748363,0.350233,0.812032,1.301494,1.281089,-0.463661,1.584543,0.618246
19,125,-16.35006,-13.904634,3.199883,1.974882,-1.446747,1.383154,-0.838428,-1.120821,0.880323
19,127,11.298314,5.470846,-1.813216,1.036184,-2.659545,1.132483,1.108694,0.053729,0.314366
19,128,10.84831,5.153917,-1.705824,1.440161,-2.620023,0.196341,-1.655597,0.169169,-0.930057
19,129,11.609288,5.827071,0.67857,-0.073298,-3.759943,0.844221,0.249709,0.613498,-2.350886
19,130,10.02527,1.508536,-2.896183,0.381989,0.337876,0.550328,0.770637,-1.004324,0.168685
19,131,9.624767,2.913992,-3.072953,0.707818,0.536292,0.555021,-0.306839,-1.174471,-1.597777
19,132,10.446831,5.277948,-1.065269,0.608225,-2.975994,1.281938,-1.496874,-0.036223,-1.249023
19,133,7.967907,0.961791,-2.962688,-0.290611,-0.133976,-0.129208,-0.817233,-1.135678,0.029045
19,134,7.287433,-0.010609,-3.629151,-0.904024,0.146012,-0.267098,-0.913349,-1.153677,-0.328225
19,135,7.198943,1.089514,-3.62582,-1.084141,0.035794,-0.708897,0.219479,-1.230989,-0.765992
20,1,1.652341,-5.774504,1.256401,0.551845,0.442729,0.147979,0.62962,0.187668,-0.67284
20,4,1.926791,-10.698295,1.62463,0.203851,-0.62267,1.041117,-0.807121,0.081556,0.143242
20,5,0.655365,-14.921639,1.685385,-0.173064,-1.270649,1.500202,-0.694256,-0.870008,0.00248
20,6,1.004617,-15.025152,1.620713,-0.189882,-0.99561,1.856016,0.274176,-0.850969,1.027271
20,7,-0.211679,-16.433128,1.667887,-0.356812,-1.509296,1.988322,-1.244779,-1.195674,-0.373968
20,8,1.976152,-10.484655,1.297194,-0.167255,-0.481344,1.647129,0.159609,0.286037,1.307851
20,9,4.415577,-3.559656,0.928899,0.493082,0.515558,0.345382,1.145494,0.734192,-0.414176
20,10,6.92659,0.211165,-0.167245,1.561156,1.041935,0.098387,1.266812,-0.406635,0.335587
20,11,8.023924,2.34389,-0.795335,2.830835,1.036018,-0.147047,0.797267,-0.425272,0.715256
20,12,8.504432,2.358005,-1.179228,2.591639,1.342892,0.176658,1.397512,-0.596009,-0.028713
20,13,7.511008,2.278197,-1.150408,2.335406,1.157081,-0.329116,0.827312,-0.753461,0.19799
20,14,7.014659,2.310913,-0.871281,3.100903,1.183781,-0.351489,-1.41116,-0.588868,-0.53585
20,15,5.939355,0.049698,0.379517,1.425268,1.294862,-0.222851,-0.126043,0.55943,-1.315167
20,16,5.687575,-1.955538,0.648313,1.127736,1.247789,0.036307,1.083871,1.246361,-0.528134
20,17,3.786798,-8.513161,1.102107,0.047674,0.13316,1.268685,0.354735,0.67826,1.122713
20,19,0.598312,-12.082382,3.920286,4.159085,-0.985182,-1.45867,-1.870643,0.334945,0.382707
20,20,4.016652,-13.44332,0.943446,-1.172889,-0.790976,1.098959,-1.37156,-0.192548,0.714791
20,21,4.422005,-11.750862,1.103368,-0.680491,-0.472608,1.073311,-2.62816,0.344404,0.993286
20,22,7.240979,-4.984477,0.084323,-1.225246,0.398081,0.757274,0.598878,0.812916,0.572464
20,23,8.314234,-3.335299,-0.029669,-0.968675,1.0174,0.335458,0.419219,1.022058,-0.249766
20,24,7.89683,-2.990014,-0.07237,-0.615837,1.127437,-0.029046,1.134502,0.843097,-1.021088
20,25,10.899971,1.466557,-1.981391,1.375468,0.104956,0.210939,-1.89173,-1.284449,-0.352263
20,26,11.759209,1.919822,-1.808161,1.740201,0.105545,-0.295073,-2.423072,-0.642343,0.802613
20,27,10.124111,-0.207999,-1.038461,0.136375,1.474366,0.651249,1.025155,0.496774,-0.652594
20,31,10.851498,10.367347,6.001752,-2.102597,3.742881,1.254597,0.468707,-1.467847,2.082192
20,32,10.111279,6.495899,0.624988,-1.55855,-3.216489,1.553323,-0.494469,0.919995,-1.183227
20,33,6.498992,-0.648333,-2.22478,-1.106409,1.035615,1.050255,0.30902,-0.56877,-0.374223
20,34,6.246215,-1.318617,-1.160934,-1.914262,1.497384,0.960161,0.719457,1.257327,-0.124209
20,35,10.035805,7.487334,6.302856,-2.449485,-1.193162,1.940496,0.626319,-2.223055,-0.711596
20,36,10.671643,7.94677,4.665943,-1.371633,-1.918794,1.961984,-1.514472,0.347289,-0.357293
20,37,8.748449,6.371043,0.698898,-0.591548,-3.54426,1.811844,1.407414,1.435627,-0.814674
20,44,3.369756,4.0891,-2.736442,-0.157237,0.070553,0.331779,0.043901,-0.439807,0.731759
20,45,8.178435,6.892178,0.388164,0.206283,-3.399539,1.609925,0.407031,0.543355,0.897738
20,46,11.184554,11.072749,6.948114,-1.033871,2.283726,0.601757,-1.300623,-1.065803,-0.917152
20,47,13.326609,13.291179,2.998269,0.674149,6.63179,-0.415077,1.169934,-0.135706,-0.36646
20,48,14.682592,14.586623,3.800573,1.983733,6.791345,-0.639434,-1.859979,0.923365,1.993122
20,49,15.364573,14.873428,3.60411,1.550224,6.901179,-0.709427,-1.384061,0.565106,0.819962
20,50,14.838516,14.895103,3.321805,1.850088,7.192287,0.059978,-1.471951,1.358886,1.248601
20,52,11.097546,6.358383,-0.723854,3.461839,-1.047385,-0.03207,1.043028,0.049743,0.397355
20,53,13.952549,7.608703,1.012154,3.889828,-2.945628,0.919985,-1.221166,1.430979,-0.186198
20,54,14.006459,6.820707,1.206084,3.044647,-3.574722,1.698544,1.358541,0.235208,0.051347
20,55,13.750884,6.605312,-0.284812,3.909529,-2.503453,0.531675,-1.261091,0.530303,-0.396933
20,56,13.301914,5.233517,-0.846305,3.187973,-2.536222,1.246008,1.394251,0.274532,0.383648
20,57,12.013795,4.709575,-0.947069,2.639612,-2.594126,1.311599,1.430629,0.022457,-0.184859
20,58,11.691275,2.776869,-1.143333,2.551934,1.487649,0.485212,0.737226,-0.676797,-0.426672
20,60,8.129039,-1.08655,0.612983,1.017218,1.464268,0.534075,1.008401,1.47361,-0.445339
20,61,5.655854,-4.899773,1.118293,0.425247,0.533163,1.250267,0.929329,0.40771,-0.120532
20,62,5.604061,-4.121404,0.728695,0.363429,0.67034,1.310758,1.19517,0.643284,-0.397583
20,63,4.759303,-5.222746,0.925883,0.631189,0.713764,1.895937,1.334554,0.555147,-1.007255
20,64,5.316269,-4.539931,0.819812,0.127345,0.821308,1.813773,1.09532,0.467999,-0.593832
20,65,10.620156,2.849149,-1.46474,2.039037,1.499338,0.922188,0.60243,-0.699556,-0.072795
20,66,6.205758,-3.131211,0.905578,0.927108,0.972766,0.796167,-0.169735,0.905712,-1.307794
20,67,13.611581,8.750641,5.585603,0.444518,-1.858048,1.496888,-1.537768,0.447664,-1.559908
20,68,11.668511,5.353781,-0.503677,1.466163,-3.378144,1.761542,0.84168,-0.002452,-0.589101
20,69,12.286421,7.101786,-0.260445,1.361487,-2.980354,1.77292,-1.739845,0.957874,-1.006313
20,70,7.953203,-0.632728,0.431003,0.804896,1.642055,0.704853,0.957515,1.341142,-1.102225
20,71,4.076896,-9.413581,1.807341,0.94115,-0.120974,1.703379,-0.200342,0.197276,-0.52436
20,74,-20.82036,8.881818,-0.471083,1.047979,1.427124,1.528861,-0.68651,0.493478,-0.509669
20,75,-20.881732,8.646712,-1.074544,1.488684,1.205165,1.971276,-0.787511,-0.223601,0.299184
20,76,-20.502524,5.795541,0.567721,0.79395,1.215111,1.30505,-0.065801,1.26412,0.290424
20,77,-19.572963,4.560966,0.885877,1.052751,1.00605,1.48882,-0.089298,1.367887,1.015804
20,78,-20.174543,4.13696,0.492504,0.589026,0.972729,1.096042,-0.024292,0.825813,-0.337398
20,79,-19.784319,6.217791,0.301805,0.454622,1.31119,0.928392,-0.493516,1.342017,0.246002
20,80,-20.748826,8.332703,-1.628557,0.892394,1.176709,1.584156,0.640823,-0.289147,-0.031658
20,81,-20.884428,10.968002,-1.836296,1.042539,0.146328,1.233941,-0.121809,-1.166298,-0.097167
20,82,-21.210868,11.409848,-1.382325,1.571077,-1.394949,1.158504,-0.419399,-0.622346,-0.336122
20,83,-21.650872,9.087323,-2.042106,1.551609,0.316853,1.667293,-0.171747,-0.391964,0.178393
20,84,-20.608306,8.615175,-1.520307,0.831033,1.247867,2.106966,0.363654,-0.140276,1.8179
20,85,-21.233168,7.79647,-1.339762,1.301029,1.036861,1.637337,0.709165,-0.470907,-0.141715
20,86,-20.463638,6.045638,-0.083638,-0.002185,1.245006,1.672049,0.951261,1.0209,-0.150971
20,124,-15.092406,-12.751443,2.761688,1.520669,-1.446097,0.886377,0.062754,-1.283297,0.174299
20,125,-15.334885,-11.334392,2.539182,1.797365,-0.854987,1.171201,-0.196303,-1.098951,0.051528
20,127,11.011015,5.192278,-2.625319,0.850616,0.504212,0.792853,0.5714,-0.818695,0.015262
20,128,11.414968,5.159305,-0.876522,0.780771,-3.230145,1.050891,0.608082,0.185925,0.811054
20,129,10.99146,4.646713,-2.132968,0.382005,-2.76883,1.205368,-0.503953,0.245101,-0.187
20,130,9.769703,0.995926,-2.729805,0.472491,0.266422,0.712105,-2.027894,-0.894008,-0.295616
20,131,9.503354,2.680067,-2.542612,0.90099,-1.179856,0.835877,-0.801983,-0.642484,-1.141455
20,132,10.916565,5.402289,-1.350967,-0.033046,-3.112199,1.311742,0.63426,-0.226989,-0.374847
20,133,7.991134,0.252797,-3.307125,-0.558544,0.128249,-0.106216,0.322033,-1.341696,-1.033319
20,134,6.461848,-1.352569,-2.155867,-2.202287,1.429459,-0.189118,-1.311738,0.285693,-0.833641
20,135,6.986423,0.159687,-3.320395,-0.677529,0.048393,-0.570805,-1.371044,-0.921254,-0.246078
21,3,2.485748,-9.438708,1.291187,-0.209716,-0.273316,1.572651,0.675124,0.381136,1.110738
21,4,2.22007,-9.468461,1.149911,-0.247028,-0.301145,1.000176,0.212111,0.128235,0.112854
21,5,2.323684,-10.201222,1.136458,-0.538613,-0.297033,1.273393,0.167801,0.173473,0.416673
21,6,3.139483,-11.658879,1.378328,-0.338979,-0.645911,1.217162,0.487684,0.053448,1.185145
21,7,1.257707,-13.957202,1.675026,-0.279449,-0.998762,0.976836,0.464092,-0.822946,-0.052593
21,8,1.722216,-10.259576,1.085019,-0.493068,-0.289144,0.773027,-0.735895,0.183053,-0.390162
21,9,3.771641,-4.343953,0.794958,-0.058551,0.483142,0.423267,1.041014,0.642219,-0.054213
21,10,6.206692,-1.04411,0.475641,0.582929,1.237022,0.319777,0.942774,0.897312,-0.693454
21,11,7.798376,1.679484,-0.418992,1.375165,1.213295,-0.050035,1.168543,-0.25564,0.576368
21,12,8.392628,2.33674,-1.188793,2.357651,1.20866,0.205817,1.360174,-0.82695,-0.121346
21,13,7.566208,1.904042,-1.141463,2.23031,1.109072,0.376627,1.324305,-0.871134,-0.059404
21,14,6.990254,1.756049,0.345908,1.629091,1.263314,-0.397989,1.13566,0.787155,0.148482
21,15,6.132003,-0.463429,0.540596,1.379921,1.176452,-0.179213,0.265258,0.846264,-0.640815
21,16,6.475887,-1.854899,0.547619,0.449459,1.140237,0.042998,1.136312,0.848856,-0.315312
21,17,3.397478,-9.797974,0.828273,-0.557037,-0.092077,0.706375,0.730671,0.094203,-0.538125
21,20,4.421905,-11.16885,1.136336,-0.263562,-0.382223,1.158678,-0.542478,0.277021,0.67905
21,21,4.637059,-10.28315,0.758945,-1.045898,-0.163046,1.032534,-0.059428,0.240498,0.572642
21,22,8.340844,-2.78372,0.045829,-0.347082,1.215438,-0.405455,-1.697199,1.195808,-1.453065
21,23,9.727822,-0.18116,-0.790576,0.418025,1.464994,-0.090127,0.455126,0.816471,0.64214
21,24,7.989502,-1.044269,0.003058,0.009194,1.512815,-0.519909,-0.176976,1.32013,-0.954851
21,25,10.630848,1.863268,-2.506369,0.867672,0.099198,0.274015,0.992701,-1.46828,-0.309734
21,26,11.680175,2.343349,-2.107681,1.557899,0.24781,0.5989,0.219011,-0.895923,2.125368
21,27,10.330209,1.447995,-2.248051,1.143554,0.215728,0.949077,0.379299,-1.147258,1.039541
21,31,12.202282,12.112908,6.362431,-1.397632,3.942483,0.735874,-1.581656,-1.214788,0.08728
21,32,9.706506,5.798919,1.580358,-1.217761,-3.983672,1.443847,0.886586,0.073813,-1.11465
21,33,3.52933,-4.501474,-0.479571,-1.994344,0.702069,1.05805,0.017999,0.82852,0.427293
21,34,6.576223,-0.016234,-2.396836,-0.516093,0.963623,0.840937,-0.91792,-1.191644,-0.483705
21,35,10.949081,8.585183,6.871058,-2.490607,0.121829,2.217691,0.748666,-1.272468,0.812482
21,36,11.441402,9.697576,7.47672,-1.318926,0.343565,1.356414,-1.83064,-0.937277,-0.499995
21,37,10.815203,9.166855,7.22005,-1.619535,0.325188,1.286352,-1.28012,-1.310463,-1.539253
21,44,2.624764,2.634265,-2.716953,0.074225,-0.166881,0.135312,-1.017186,-0.926552,1.185148
21,45,7.66397,7.798392,2.481018,-1.430954,-3.346725,1.582135,1.549293,1.704067,-0.984626
21,46,9.941573,9.794909,7.102561,-1.455945,0.297587,1.06891,1.529282,-0.967246,-0.309893
21,47,13.175199,13.168535,5.385429,-0.321815,4.967726,-0.030948,-1.384107,-1.028121,-0.114997
21,48,14.829795,14.568074,3.633593,1.723984,6.774422,-0.607596,1.266562,0.831688,2.916412
21,49,15.030981,14.060296,4.799752,0.825815,6.546832,-0.218248,-1.489882,-0.151937,1.084079
21,50,14.864093,14.3741,3.109816,1.484021,7.062867,0.245546,0.693135,1.184931,1.658855
21,52,9.860903,5.50814,-1.363776,3.475547,0.249337,-0.465207,0.841185,-0.386721,1.216586
21,53,13.569617,6.913695,-0.142401,4.690437,-2.320732,0.407658,-1.038772,1.097158,0.082945
